Tamanho da Mensagem;Tempo de Resposta
0;1,0585163387786436
5000;1,9967647260182237
10000;2,958789761591014
15000;4,0470913236097665
20000;4,889789057653545
25000;5,8327215817193885
30000;6,739086009319574
35000;7,904264465687325
40000;8,69336512881326
45000;9,651220145562657
50000;10,819034944184413
