Tamanho da Mensagem;Tempo de Resposta
0;0,9419808753224298
5000;1,850097052952911
10000;2,804109469958383
15000;3,728198116595525
20000;4,629955833262989
25000;5,59320213133784
30000;6,572825254576931
35000;7,401062741587568
40000;8,24672476593571
45000;9,416811852829989
50000;10,086869349015592
