Tamanho da Mensagem;Tempo de Resposta
0;-3,1237121605270253
5000;-7,740148987515434
10000;-12,010128954638867
15000;-13,482523983370156
20000;-16,03930923364415
25000;-23,677110431829778
30000;-27,08790946176914
35000;-32,692073621293986
40000;-34,408791444104544
45000;-34,94432662490961
50000;-40,50168623100116
