Tamanho da Mensagem;Tempo de Resposta
0;-2,238207566285906
5000;-4,454005784405539
10000;-8,958414901931238
15000;-10,818947684065684
20000;-13,619137831107048
25000;-14,730096281134191
30000;-20,90898337173142
35000;-21,86552070655536
40000;-25,854306234155274
45000;-23,84233368315118
50000;-28,282946291486887
