Tamanho da Mensagem;Tempo de Resposta
0;-0,8720274585220105
5000;-1,8330226449209108
10000;-2,8027748208090655
15000;-3,8082331192709904
20000;-4,896333653046941
25000;-5,8834481376740495
30000;-6,838570298535169
35000;-7,728408403759411
40000;-8,79631861915376
45000;-9,741233352351781
50000;-10,673176614338221
