Tamanho da Mensagem;Tempo de Resposta
0;6,002893916818929
5000;7,349434690904778
10000;11,113344552028043
15000;14,686128310439342
20000;18,581625983693375
25000;22,27157503887933
30000;26,079075484986298
35000;29,90947441496274
40000;33,803871997404535
45000;37,67853819019437
50000;41,50871025268071
