Tamanho da Mensagem;Tempo de Resposta
0;-2,4535968968593935
5000;-2,729184550001176
10000;-3,7001294942355054
15000;-4,650641448322722
20000;-5,716465692891135
25000;-6,739659487122677
30000;-8,038794206738022
35000;-8,688332909065219
40000;-9,97105016696885
45000;-10,579112910663035
50000;-12,272595078725448
