Tamanho da Mensagem;Tempo de Resposta
0;7,793590087134454
5000;8,128895124274973
10000;12,139708329047952
15000;16,446992873113587
20000;20,1706444911242
25000;24,224600182518625
30000;28,503331713531406
35000;32,622906346767145
40000;36,77316893373502
45000;40,99505246497048
50000;45,085524746097455
