Tamanho da Mensagem;Tempo de Resposta
0;-0,952943863379234
5000;-1,8927784891333657
10000;-2,8809545295265897
15000;-3,8170711548224303
20000;-4,727400850901489
25000;-5,679189793994612
30000;-6,826342635296946
35000;-7,616830182868186
40000;-8,548752004930941
45000;-9,785666801117424
50000;-10,505508346830096
