Tamanho da Mensagem;Tempo de Resposta
0;-1,3408327186048101
5000;-2,155721388967031
10000;-3,1057098796416245
15000;-4,074837004223464
20000;-5,175008676049221
25000;-6,010853502666372
30000;-6,952105516338847
35000;-7,951060815052429
40000;-9,22029504133516
45000;-9,872230699948117
50000;-11,148708055095161
